Name,MetadataID,ResourceIdentifier,Summary,OrganisationName,Information_owner_organization,ContactMailAddress,date
Avrinningsområden (Naturliga) - Öppna data,50d6db4c-88d3-401f-92e1-60ee1dc7e038,6edac281-4ad2-479a-aeae-b082f49d1eeb,Naturliga Avrinningsområden Stockholms kommun. Det finns även något som kallas tekniskt avrinningsområde. Det är det avrinningsområde som bidrar med vatten när man tar hänsyn till att det finns ett dagvattennät i marken. Vid skyfall fylls dagvattennätet och därför är de naturliga avrinningsområdena mest relevanta för analys av skyfall. En yta per vattenförekomst.,Stockholm Vatten och Avfall,Stockholm Vatten och Avfall,gis@svoa.se,2022-05-04
Trafikflöde Gång,LvFeature15489450,74113adf-5352-4807-a27a-6051c5be67b3,"Geometri som beskriver trafikflöden. Linjegeometri. Enbart för kommunalt vägnät. Verksamhet Analys & Dialog, Trafikplanering, Trafikkontoret. Trafikflödeskartan gång innehåller uppgifter om trafikmängder i Stockholm uppdelat på gång, per vardagsmedeldygn och för en vissa tidsperiod över dygnet. Data avser 2017 och täcker Norrmalm, Stockholms kommun.",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-04-05
SBK Baskarta - Hamnanläggningar,6f46aa0b-3e8f-463d-b059-30a0e12f9f63,be96c2b0-4e7b-4bd5-ade1-103147ea1977,"Hamnanläggningar bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Baskartan) :  10, Kaj, modifierbar20, Kajplatsnummer, modifierbar30, Kajsektion, modifierbar40, Fender, modifierbar50, Brygga, modifierbar60, Snötippningsskydd, modifierbar70, Stålklaffar, modifierbar80, Bilramp, modifierbar90, Avkörningsskydd, modifierbar100, Rörlig matargång, modifierbar110, Kranspår, modifierbar120, Pollare, modifierbar130, Förtöjningsbock, modifierbar140, Förtöjningsring, modifierbar150, Gästhamn, modifierbar160, Pir, modifierbar",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-05-31
SBK Ortofoto (2020) - bara internt,aae9efd7-aba9-413a-8775-f410b069c5e4,4fcda5e8-c4e2-43fb-867d-d53cb8c1f0bc,Ett ortofoto över Stockholm består av hundratals flygbilder. Flygbilderna bearbetas så att perspektiv- och måttfel minimeras för att få en skalriktig bild. De skalriktiga bilderna sätts därefter samman till en mosaik.  Användningsområden:  Ortofoton kan användas för exempelvis planering och projektering eller visualiseringar.. De olika årgångarna kan användas för jämförelsestudier. De är också lämpliga att använda för tryck och kan sampresenteras med andra kartprodukter. Flyghöjd: ca 1900 meter över marken. Upplösning: 8 cm på marken per pixel,Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-01
SBK Baskarta  - Bygglov (internt SBK),f0bb14c9-f7df-451d-b386-2dca98515498,9e2de42e-b4ae-432b-93cf-6ad8d0bd32af,"Bygglov bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Baskartan) :  s.  10, Bygglov, modifierbar, aktiv20, Bygglovsremiss, modifierbar, aktiv30, Rivningslov, modifierbar, aktiv40, Olovligt byggande, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-05-31
"Temperaturkartering 2014, risk",c0b2b338-57a5-4641-a324-0f3e0b94fc6d,1d9a6169-00da-47d2-874b-35e3f16e66a8,Resultat från modellberäkningar avseende en solig och varm sommardag (28 juli 1994). Visar antal timmar på en dag där strålningstemperaturen i en punkt överstiger 59.4 °C utifrån scenario nuläge med vegetation.,Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2020-05-18
Resultat Stockholms Skyfallsmodell - Öppna Data,5e3c1903-2d9e-4e34-a101-9d09cc9344fa,98c9d174-67f8-4473-b70d-a20adaa09ca6,"Skyfall är ett regn som är så stort att det inte kan hanteras av dagvattensystemet och som innebär risker för liv, störningar på samhällsviktig verksamhet, allvarliga personella och materiella skador och skador på miljön. Dessa resultat kommer från Stockholms skyfallsmodell där simulering gjorts med 100-årsregn med klimatfaktor.Framtaget av Stockholm Vatten och Avfall och distribueras av Miljöförvaltningen i Stockholms stad.",Stockholm Vatten och Avfall,Stockholm Vatten och Avfall,gis@svoa.se,2019-08-16
SBK Registerkarta,dc1047d0-766e-484b-995f-a2ea6760c7d5,811fe014-7f2d-4cd9-8c2b-6741e4633a95,"All mark i Sverige är uppdelad i fastigheter, varje fastighet kan bestå av ett eller flera områden. Till en fastighet hör i regel byggnader och anläggningar som uppförts på fastigheten. En fastighet kan dels vara ett avgränsat område på marken, men den kan även vara tredimensionell och inrymma t.ex. enägarlägenhet eller ett underjordiskt garage. I Stockholms stad finns det ca 60 000 fastigheter totalt. Staden har en kommunal lantmäterimyndighet som ansvarar för ändringar i fastighetsindelningen.Lantmäterimyndigheten finns på stadsmätningsavdelningen på Stockholms stadsbyggnadskontor och kontaktas t ex i nedanstående frågor:? Om du köper eller säljer mark och det kräver en ändring av fasighetsindelningen.? Om det finns oklarheter när det gäller fastighetsgränser.? Om du vill bilda olika typer av samfälligheter till exempel för vägar, parkeringsgarage, gårdar och grönytor.? Om du har frågor om fastighetsregistret inom Stockholms kommunRegisterkartan innehåller alla fastighetsrelaterade data i Stockholms stad och ajourhålls av denkommunala Lantmäterimyndigheten. Kartan inkluderar både fastigheter, samfälligheter, den administrativa indelningen och rättigheter. Registerkartan har inte någon rättsverkan men den ingår i förrättningsakten som med tillhörande förrättningskarta har rättsverkan.Kvalitén i registerkartan varierar, de flesta gränser och fastigheter håller en medelosäkerhet på 5 cm men gränser i exempelvis vattenområden har en större mätosäkerhet, upp till 5 m.",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-05-31
Bullerkartan 2012 - Alla källor,c89c211c-2f21-41fb-9e33-51f11276f0bc,a59e0e5b-7c98-4f2c-842d-0c3eb915b4a3,"Bullerkartläggning för Stockholm baserat på modelleringar utifrån trafikflöden, väg, tåg och flyg, under 2012. Kartan visar ekvivalent ljudnivå medelvärdesbildande över 24 timmar (Leq, 24h) 2 m över  marknivå för rutor om 5*5 m.",Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2023-04-17
Trafikflöde Motorfordon,LvFeature9871252,aa15b2a0-b57e-4233-a495-4da3a2a03bd0,"Geometri som beskriver trafikflöden. Linjegeometri. Enbart för kommunalt vägnät. Verksamhet Analys & Dialog, Trafikplanering, Trafikkontoret. Trafikflödeskartan innehåller uppgifter om trafikmängder i Stockholm uppdelat på lätta och tunga fordon, per vardagsmedeldygn och för en vissa tidsperiod över dygnet. Data avser 2014-2015 vilket innebär att Norra länken inte finns med . Trafikmängderna är sammanställda av Trafikkontoret från flera olika källor inkl verksamhetens egna mätningar, trängselskattesystemet, MCS-systemet (Motorway Control System) på E4/E18/E20 m.fl. Trafikflödeskartan är heltäckande vilket innebär att en stor andel av vägnätet har interpolerade trafikmängder, eller schablonvärden. Det rör främst lågtrafikerat vägnät i exempelvis villaområden. Med interpolering menas att gator utan uppmätta flöden tilldelas ett flöde beroende på kringliggande gator som har uppmätta trafikmängder. Procentsiffran inom parantes är andelen tung trafik. Trafikmängder i nordöstra innerstaden bör kontrolleras med Trafikkontoret",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-04-05
Bullerkartan 2003 - Alla källor,778e97ab-80df-4a81-b4b3-b2d7e64ff3df,ca3fc9ae-9736-4344-ac56-fdf88ece9aff,Bullerkartläggning för Stockholm baserat på modelleringar utifrån trafikflöden mellan 2003 och 2007.,Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2023-04-17
SBK Detaljplaner mm. - planmosaik inkl planområdesgränser för gällande planer och pågående detaljplanearbeten (internt SBK),0927027f-86f2-41eb-ad32-759223d24b84,f4a614ca-ee47-4199-a173-9b65a2a407ec,"En detaljplan reglerar bebyggelsen inom ett visst område eller fastighet. Den anger bland annat var hus får placeras, hur höga de får vara och vad de får användas till. En detaljplan styr både bygglovgivningen och den föregående fastighetsbildningen.Planmosaiken utgörs av georefererade rasterbilder av varje plan vilka är klippta i plangräns. Då rasterbilderna ligger ovanpå varandra i åldersordning blir de delar av planerna som inte längre gäller övertäckta och bilden som syns blir en mosaik av alla gällande plandelar.För att göra det enklare att förstå vad som gäller på en plats innehåller datamängden även planområdesgränser för detaljplaner, stadsplaner, byggnadsplaner, generalplan, tomtindelningar, fastighetsplaner, ändring av detaljplan och avstyckningsplaner.Gränserna mellan gällande plandelar visas som blå linjer och i mitten av varje sådant område visas planbeteckningen som text. I vissa fall är områdena så små att texten ligger bredvid ytan och då finns hjälplinjer med som kopplar samman text med yta. Plantyperna Ändring av detaljplan, Fastighetsplan och Tomtindelning finns inte med som inklippt rasterbild då de bara är en ändring eller tillägg till underliggande plan och inte ersätter planen i sin helhet. Dessa visas som skrafferade ytor och i mitten visas planbeteckningen som text.Pågående planering visas som röda skrafferade ytor med planbeteckningen i mitten.Planprogram visas som gröna skrafferade ytor med planbeteckningen i mitten.Upplösning på rasterbilderna: 8 cm/pixel",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-05-31
Pollare - Signal,LvFeature5630041,63a6c5f5-d0ed-46c9-babd-4f3f4ffce3d8,"Mekanisk anordning för trafikreglering. Punktobjekt. Inom Stockholms kommun. Verksamhet Trafikplanering, Teknik, Trafikkontoret",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-05-02
Soldata,43a97b7a-58a9-480e-9a40-6d91f78e79b6,e6c2086e-b452-4901-bcb6-4c3fbe3fa704,"Kontinuerlig mätdata över energiproduktionen från Stockholms stads solceller. Upplösning per 10 minuter, timmar och dygn.",Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljoforvaltningen@stockholm.se,2020-05-18
SBK Ortofoto (2010),4347a029-13ae-4e26-a5eb-1ca8bced2bba,5145aa9a-9638-498a-b864-1fabe09edf14,Ett ortofoto över Stockholm består av hundratals flygbilder. Flygbilderna bearbetas så att perspektiv- och måttfel minimeras för att få en skalriktig bild. De skalriktiga bilderna sätts därefter samman till en mosaik.  Användningsområden:  Ortofoton kan användas för exempelvis planering och projektering eller visualiseringar.. De olika årgångarna kan användas för jämförelsestudier. De är också lämpliga att använda för tryck och kan sampresenteras med andra kartprodukter.Upplösning: 8 cm/pixel,Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-01
SBK Detaljplaner mm - planområdesgränser för gällande planer och pågående detaljplanearbeten (internt SBK),4563bcc3-9739-46ad-994e-9479c51fdb9d,811d9f6b-9c22-4a59-b2c4-4ad2c8c9f883,"En detaljplan reglerar bebyggelsen inom ett visst område eller fastighet. Den anger bland annat var hus får placeras, hur höga de får vara och vad de får användas till. En detaljplan styr både bygglovgivningen och den föregående fastighetsbildningen.Varje detaljplan avgränsas av en planområdesgräns. Planområdesgränsen anger vilket geografiskt område detaljplanen omfattar. Läs mer under https://www.boverket.se/sv/PBL-kunskapsbanken/planering/detaljplan/planbestammelser/gransbeteckningar/Denna datamängd visar planer (detaljplaner, stadsplaner, byggnadsplaner, generalplan, tomtindelningar, fastighetsplaner, ändring av detaljplan och avstyckningsplaner) i Stockholms stad som har vunnit laga kraft samt för områden där ett detaljplanearbete pågår. I varje yta står det planens diarienummer (t ex 7538 eller P2012-13546). Planhandlingar finns i Bygg- och plantjänsten och går att slå upp via diarienumret. Söksida för gällande planer: http://insynsbk.stockholm.se/Byggochplantjansten/GallandePlan/Söksida för pågående planarbeten: http://insynsbk.stockholm.se/Byggochplantjansten/Pagaende-planarbete/PagaendePlanarbete/",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-05-31
TA-plan,LvFeature20133064,be536fda-3761-45b6-ab9e-de45d921cab8,Punktgeometri som visar TA-planer inom Stockholms stad.,Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-04-05
SBK Ortofoto (2018),64bab5c1-b720-4935-bf07-57bbffb98fea,7c26ed89-85b7-4e4b-aa53-598e8a2fbd01,Ett ortofoto över Stockholm består av hundratals flygbilder. Flygbilderna bearbetas så att perspektiv- och måttfel minimeras för att få en skalriktig bild. De skalriktiga bilderna sätts därefter samman till en mosaik.  Användningsområden:  Ortofoton kan användas för exempelvis planering och projektering eller visualiseringar.. De olika årgångarna kan användas för jämförelsestudier. De är också lämpliga att använda för tryck och kan sampresenteras med andra kartprodukter. Flyghöjd: 1830 - 1890m. Upplösning: 8 cm på marken per pixel,Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-01
"Temperaturkartering 2014, medel",38e85f0c-cb77-4d98-9654-60e33610855a,d54c34ff-7f9d-486b-8e80-a0965ddf1bba,Resultat från modellberäkningar avseende en solig och varm sommardag (28 juli 1994). Visar medelvärdet av strålningstemperturen sätt över hela dagen utifrån scenario nuläge med vegetation.,Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2020-05-18
SBK Ortofoto (2016),2798052f-108b-461a-a894-0f5da1d024f9,8135be60-b51e-4dc5-b8f7-d718c5654729,Ett ortofoto över Stockholm består av hundratals flygbilder. Flygbilderna bearbetas så att perspektiv- och måttfel minimeras för att få en skalriktig bild. De skalriktiga bilderna sätts därefter samman till en mosaik.  Användningsområden:  Ortofoton kan användas för exempelvis planering och projektering eller visualiseringar.. De olika årgångarna kan användas för jämförelsestudier. De är också lämpliga att använda för tryck och kan sampresenteras med andra kartprodukter.Flyghöjd: 2700 mUpplösning: 12 cm/pixelBilderna är ganska gröna.,Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-01
ESBO 2017 - Ekologiskt särskilt betydelsefulla områden,1aee9bb0-48fd-4562-8bfe-dad473ff75db,7e07d3a2-f4cf-476b-984a-68d4bf11d332,"Kartläggning av ekologiskt särskilt betydelsefulla områden inom Stockholms ekologiska infrastruktur.Skiktet utgör en bedömning av vilka områden inom den ekologiska infrastrukturen som är särskilt betydelsefulla som kärnområden, spridningszoner och livsmiljöer för skyddsvärda arter. Övriga delar av den ekologiska infrastrukturen ingår inte i skiktet.Mer information: Dokument med allmän bakgrundsbeskrivning av databasen, bedömningsgrunderna, begreppsdefinitioner och analysunderlag finns på Miljöbarometern",Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2023-04-17
CityBikes (lånecyklar i Stockholm),LvFeature9299919,e1386037-b209-497a-9b62-e34f0c1bdfcb,Punktgeometri som visar utbredningen av Citybikes (lånecyklar) inom Stockholms kommun.,Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-04-05
Ekdatabasen - Trakter,bc3aa7c9-4cb2-4252-8454-fa06755f924a,330330b8-24e3-420c-b559-c2254ef87b59,Kartering utförd 2006 av värdefulla ekmiljöer i Stockholms stad.,Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2023-04-17
